discomfort,Glare_diagram,describe,Experiment,participant,ev,edir,eindir,log_gc,dgp,cgi,dgi,dgi_mod,av_lum,med_lum,ugr,ugp,ugr_exp,av_lum_cie,,,,,,,,,,
No,1,Noticeable,2A,4,332.871334,238.565165,94.30930488,1.317135792,0.300452613,31.6841602,23.36307587,22.72077176,66.491201,21.505764,31.46306359,0.706218142,20.29549622,105.9562364,,,,,,,,,,
No,0,Imperceptible,2A,4,432.178438,297.784978,134.3966278,1.207700086,0.296235742,31.81505383,23.99977417,23.37617369,92.720769,33.656224,31.0024039,0.699763216,20.50473912,137.5666694,,,,,,,,,,
No,0,Imperceptible,2A,4,162.050924,38.424177,123.7958133,0.78741074,0.241796695,23.72511436,15.99550086,16.55555984,39.422278,13.672463,21.15592149,0.537424871,7.81714804,51.58241117,,,,,,,,,,
No,0,Imperceptible,2A,5,354.99705,238.82025,116.2769301,1.201472493,0.291133502,30.90048803,23.46747811,22.86222764,75.606304,28.838962,30.17426633,0.687892537,19.60527376,112.9990706,,,,,,,,,,
Yes,1,Noticeable,2A,5,397.07245,246.40765,150.8363586,1.006756502,0.2757284,29.58236837,21.1924802,20.85954623,94.620582,39.571451,28.30570857,0.65985399,18.16824551,126.3920864,,,,,,,,,,
No,0,Imperceptible,2A,5,102.683439,38.765083,64.06016649,1.147052676,0.271326954,25.58723059,17.15537897,17.21612148,28.593775,12.605111,23.71957291,0.583905435,8.657550659,32.68515378,,,,,,,,,,
Yes,1,Disturbing,2A,5,332.871334,238.565165,94.30930488,1.317135792,0.300452613,31.6841602,23.36307587,22.72077176,66.491201,21.505764,31.46306359,0.706218142,20.29549622,105.9562364,,,,,,,,,,
No,1,Noticeable,2A,6,338.212866,208.831379,129.4939264,1.003385551,0.271963889,28.88800755,20.73268676,20.37942236,81.853449,34.277258,27.76342899,0.651394081,17.47901369,107.6564989,,,,,,,,,,
Yes,1,Disturbing,2A,6,314.358962,228.708662,85.74767443,1.343051617,0.301745009,31.68202053,23.39714935,22.72352554,62.138487,19.259913,31.63945616,0.708661766,20.35111081,100.0635654,,,,,,,,,,
No,1,Imperceptible,2A,6,88.56902,35.00502,53.68785316,1.186634535,0.274132052,25.45574197,17.07662968,17.07693079,25.041656,11.406619,23.71236465,0.583778514,8.478511021,28.19239468,,,,,,,,,,
Yes,1,Disturbing,2A,6,478.434512,292.930105,185.6102429,1.12797202,0.291631937,31.41679393,23.52742627,23.21000699,99.148032,36.814039,29.85691829,0.683252893,19.6950176,152.2904351,,,,,,,,,,
No,0,Imperceptible,2A,7,77.653422,28.084153,49.57185678,1.123823959,0.267725295,24.47262421,16.34900702,16.3884431,21.479526,9.466029,22.59464155,0.563833322,7.458816224,24.71785192,,,,,,,,,,
No,1,Noticeable,2A,7,368.660533,227.130846,141.5328251,1.014307243,0.274753778,29.33398784,21.10425588,20.76671907,87.200701,35.750037,28.11148218,0.656840492,17.95698835,117.3482923,,,,,,,,,,
Yes,1,Noticeable,2A,7,377.553737,254.358041,123.1996941,1.235854115,0.295613812,31.45175861,23.81119826,23.22945913,80.958122,30.065902,30.66633069,0.694987172,19.81203114,120.1790871,,,,,,,,,,
Yes,1,Noticeable,2A,7,421.979269,264.992279,156.9929792,1.228429319,0.297539995,31.77355325,23.2477454,22.90405706,81.653151,24.465788,30.48382303,0.692369861,19.75892954,134.3201731,,,,,,,,,,
No,1,Noticeable,2A,8,338.614061,208.565072,130.0952275,1.017257551,0.273260889,29.01327186,20.93309291,20.57824519,79.361971,31.746101,27.87802204,0.653193796,17.67627626,107.7842032,,,,,,,,,,
No,0,Imperceptible,2A,8,90.314487,32.683228,57.71865111,1.113817759,0.267549931,24.87266524,16.61313478,16.68149366,25.272897,11.1319,22.96068214,0.57042225,7.902097531,28.74799408,,,,,,,,,,
Yes,1,Disturbing,2A,8,336.335617,241.520403,94.87309241,1.331669913,0.301990199,31.85138619,23.4845991,22.84530611,66.101325,20.658059,31.6316789,0.708554352,20.43539411,107.058952,,,,,,,,,,
Yes,1,Noticeable,2A,8,482.078786,295.394779,186.7846168,1.133899977,0.292390043,31.5017253,23.65383988,23.33278928,99.257115,36.967511,29.93551785,0.6844067,19.85358881,153.4504435,,,,,,,,,,
Yes,1,Noticeable,2A,9,144.605261,30.533595,114.516212,0.734599659,0.235924578,22.8183312,15.38160574,16.01531306,33.830149,11.071447,20.17540416,0.518992459,7.122309732,46.02928417,,,,,,,,,,
Yes,1,Disturbing,2A,9,427.570976,227.823897,200.1945401,0.904644569,0.268144788,28.79950162,20.57937689,20.5439786,98.112047,39.259397,26.88397816,0.637369854,17.24036111,136.1000687,,,,,,,,,,
Yes,1,Disturbing,2A,9,380.351156,231.13035,149.7751504,1.187027841,0.291295769,30.94920713,22.70064774,22.39890099,74.287673,23.756257,29.61944756,0.67974823,19.01371595,121.0695332,,,,,,,,,,
Yes,1,Noticeable,2A,9,484.671758,295.293599,189.9573494,1.113219929,0.290643822,31.33859578,23.47160456,23.16967344,100.908579,39.326203,29.73294791,0.681426805,19.68386461,154.2758121,,,,,,,,,,
No,1,Imperceptible,2A,10,142.548417,28.820622,114.0265802,0.705822784,0.233162124,22.47939891,15.19576941,15.87113757,32.659987,10.50734,19.81282136,0.512094474,7.00335257,45.37457039,,,,,,,,,,
Yes,1,Disturbing,2A,10,428.260082,248.637563,179.8998768,1.084093782,0.284658676,30.50133028,22.97093725,22.74289649,89.018538,34.577144,28.86481033,0.668425001,18.87053149,136.319418,,,,,,,,,,
No,0,Noticeable,2A,10,464.509113,248.722615,215.972762,0.910877209,0.270885213,29.20521872,20.85964397,20.83301222,105.233869,42.60625,27.21565229,0.642702843,17.64240553,147.8578429,,,,,,,,,,
Yes,1,Disturbing,2A,10,415.349189,256.53357,158.956227,1.20687657,0.295172267,31.50351059,23.03787748,22.72303684,80.620238,24.951809,30.15421064,0.687600809,19.4799481,132.2097531,,,,,,,,,,
Yes,1,Disturbing,2A,11,360.515952,210.377078,150.2763072,1.157473026,0.28741831,30.43377692,22.33353019,22.09190542,70.599499,22.95021,29.0063763,0.670570704,18.44648848,114.7557916,,,,,,,,,,
Yes,1,Disturbing,2A,11,452.497699,266.978132,185.6816467,1.089817658,0.286606876,30.80169976,23.10586184,22.85701065,94.668162,37.080774,29.16245419,0.672924856,19.11271799,144.0344911,,,,,,,,,,
Yes,1,Noticeable,2A,11,171.474827,39.18554,132.6213008,0.774011719,0.241119848,23.77240291,16.03520933,16.64152625,41.293501,14.782227,21.15543286,0.53741577,7.966829914,54.58213267,,,,,,,,,,
No,0,Noticeable,2A,11,548.988091,300.790091,249.49579,0.914708823,0.276195871,29.97880038,21.23029672,21.20799116,128.00054,54.184327,27.83488759,0.65251711,18.22572934,174.7483368,,,,,,,,,,
Yes,1,Noticeable,2A,12,405.154654,225.549825,180.3993858,1.048194855,0.280006866,29.91067136,22.45024491,22.30623322,85.377739,33.4181,28.18065877,0.657915917,18.2620134,128.9647318,,,,,,,,,,
Yes,1,Disturbing,2A,12,155.930342,32.297718,124.3162625,0.693099668,0.232779661,22.64619067,15.15646651,15.82909787,37.182481,12.746652,19.96841445,0.515059761,7.009643538,49.63416941,,,,,,,,,,
Yes,1,Disturbing,2A,12,495.098759,269.113088,226.3987486,0.899960885,0.271678706,29.39161736,20.85599489,20.81878248,114.623962,47.833152,27.36647739,0.645110411,17.74034801,157.5948296,,,,,,,,,,
Yes,1,Disturbing,2A,12,458.784821,281.897741,178.4302357,1.179648362,0.295222389,31.68598337,23.07857042,22.80164105,89.93852,29.837837,30.16614756,0.687774466,19.6242236,146.0357442,,,,,,,,,,
No,1,Noticeable,2A,13,307.687813,140.544524,167.1432849,0.790197376,0.250601394,26.29320835,18.83671321,18.9794735,69.833174,26.363612,24.30522378,0.594142101,14.89963117,97.94007274,,,,,,,,,,
Yes,1,Noticeable,2A,13,130.050483,21.389828,108.6627101,0.535478674,0.216790906,20.3549337,13.48466452,14.30086407,30.367407,9.834046,17.58612388,0.468891009,5.29989905,41.39635444,,,,,,,,,,
No,0,Noticeable,2A,13,449.569783,251.712726,197.859676,1.043538863,0.282186614,30.30724476,22.72987928,22.59184007,95.020602,39.158206,28.49458722,0.662766732,18.66967624,143.1025065,,,,,,,,,,
Yes,1,Noticeable,2A,13,349.687688,189.921723,159.7692573,1.079467586,0.279621792,29.56453404,21.7289908,21.60505512,69.180113,23.149712,27.9198716,0.653849457,17.75077043,111.3090482,,,,,,,,,,
Yes,1,Disturbing,2A,15,363.627127,213.098255,150.5306898,1.157151412,0.287571412,30.47026822,22.35219727,22.10278226,71.404293,22.913625,29.05356214,0.67128369,18.45764635,115.7461094,,,,,,,,,,
Yes,1,Noticeable,2A,15,442.866706,237.451324,205.8036417,0.903063145,0.268897472,28.93694602,20.6398157,20.60104946,101.781147,40.412227,27.00187807,0.639271629,17.35818336,140.9688508,,,,,,,,,,
Yes,1,Noticeable,2A,15,466.00988,256.907663,209.1052775,1.030676065,0.281970843,30.32642944,22.73929511,22.64415833,98.966636,42.703425,28.42256639,0.661658153,18.70640635,148.3355519,,,,,,,,,,
Yes,1,Imperceptible,2A,15,166.57426,38.530828,128.7117833,0.778892861,0.241280274,23.7274337,16.00116797,16.59576939,40.177939,14.023091,21.11790494,0.536716501,7.918520362,53.02223374,,,,,,,,,,
No,1,Noticeable,2A,16,144.287924,30.735677,113.6188938,0.729553688,0.23544273,22.76346316,15.34186346,15.96392816,33.430364,10.745736,20.13891145,0.518300132,7.139349109,45.92827267,,,,,,,,,,
Yes,1,Disturbing,2A,16,307.406683,217.190982,90.27944784,1.2959202,0.297010247,31.16302866,22.98558933,22.36045681,61.227784,20.137398,30.9191845,0.698585814,19.7414355,97.85058628,,,,,,,,,,
No,0,Imperceptible,2A,16,461.976371,272.773843,189.2666195,1.087178083,0.286920961,30.86752685,23.17295604,22.92518253,96.194952,37.413671,29.20771257,0.673605237,19.22494804,147.0516461,,,,,,,,,,
Yes,1,Disturbing,2A,16,471.365064,257.759129,213.674501,0.914885139,0.271655585,29.3277157,20.89314094,20.83053065,107.763124,43.42622,27.38454294,0.645398047,17.7321223,150.0401599,,,,,,,,,,
No,1,Noticeable,2A,17,404.180888,233.379638,170.910089,1.060922472,0.281118101,30.05236065,22.60927393,22.37745276,83.958979,31.403136,28.46443357,0.662302903,18.45854049,128.6547725,,,,,,,,,,
No,0,Imperceptible,2A,17,430.976743,230.968163,200.1695544,0.893129493,0.267287622,28.73303259,20.4488678,20.40304465,99.341883,39.488619,26.83053052,0.636505524,17.12656837,137.184158,,,,,,,,,,
Yes,1,Noticeable,2A,17,393.604585,240.931755,152.7851441,1.181255233,0.29154382,31.04959244,22.71453073,22.40377646,76.542582,24.23174,29.72343806,0.681286408,19.08483107,125.2882307,,,,,,,,,,
No,0,Imperceptible,2A,17,155.112571,35.950694,119.4898793,0.795624208,0.24214341,23.65521974,15.94426191,16.50627987,36.808247,12.468815,21.07298715,0.535878867,7.705705784,49.37386482,,,,,,,,,,
Yes,1,Disturbing,2A,18,347.435874,202.041611,145.4316605,1.17062662,0.28785801,30.39403376,22.35410219,22.11006987,67.354549,21.089747,28.99309561,0.670369831,18.40294207,110.5922735,,,,,,,,,,
No,1,Noticeable,2A,18,150.559405,33.00986,117.5883541,0.765743373,0.239133079,23.25950829,15.69373488,16.29345265,35.179778,11.633541,20.64861409,0.527929698,7.451503449,47.92454707,,,,,,,,,,
No,0,Imperceptible,2A,18,447.758078,240.296445,207.5349375,0.913036412,0.270100142,29.07456326,20.75054491,20.71036205,102.527649,41.494407,27.13517475,0.641413712,17.47634471,142.5258228,,,,,,,,,,
No,0,Noticeable,2A,18,483.678453,296.690218,187.0614853,1.133700471,0.292465628,31.51567015,23.60525817,23.28587612,100.281965,37.581613,29.95017229,0.684621481,19.77964773,153.9596333,,,,,,,,,,
No,1,Noticeable,2A,19,322.654527,181.410969,141.3499632,1.1375764,0.283369334,29.78238269,21.95676946,21.7550763,62.985831,19.748466,28.32688535,0.660181436,17.88440731,102.7041258,,,,,,,,,,
No,1,Noticeable,2A,19,403.163629,233.458827,169.8496681,1.076014854,0.282443869,30.17713434,22.75163827,22.51239043,84.119095,31.777442,28.60170069,0.664410746,18.63311619,128.3309689,,,,,,,,,,
No,1,Noticeable,2A,19,416.221792,221.649298,194.7255799,0.910528895,0.268018772,28.74230478,20.56308918,20.51994159,95.312788,38.372879,26.85914882,0.636968496,17.18731693,132.4875112,,,,,,,,,,
No,0,Noticeable,2A,19,148.719511,34.109371,114.7481963,0.788805609,0.24114219,23.45099623,15.83435527,16.39620116,35.155131,11.720319,20.87517041,0.532181357,7.599855796,47.33889062,,,,,,,,,,
Yes,1,Noticeable,2A,20,409.056595,234.255134,174.9191872,1.072190288,0.282438691,30.19135288,22.73455646,22.52407153,85.015117,31.81245,28.56038365,0.663777268,18.58942974,130.2067582,,,,,,,,,,
No,0,Imperceptible,2A,20,146.616609,31.777634,114.9811465,0.759342638,0.238314049,23.1093546,15.55032551,16.14930314,34.380494,11.253405,20.49220546,0.524984087,7.243970508,46.66951612,,,,,,,,,,
Yes,1,Noticeable,2A,20,384.109817,231.823758,152.4509667,1.184182242,0.291255176,30.95787135,22.71120444,22.42056395,74.892456,24.046903,29.59746023,0.679422314,19.02235006,122.2659521,,,,,,,,,,
Yes,1,Noticeable,2A,20,444.160279,238.354256,206.0476016,0.91824996,0.270367555,29.08852392,20.76880315,20.72815297,102.191131,41.601921,27.15522201,0.641735131,17.46888494,141.3806079,,,,,,,,,,
Yes,1,Disturbing,2A,21,365.392115,182.764267,182.9799075,0.847632055,0.25926114,27.57629937,19.62054605,19.65712803,85.345662,33.537838,25.64921836,0.617055774,15.95984434,116.3079225,,,,,,,,,,
Yes,1,Disturbing,2A,21,414.889115,239.309175,175.9892154,1.077140522,0.283235491,30.30122341,22.79248289,22.57308806,86.630252,33.217312,28.67442165,0.665523666,18.70114636,132.063307,,,,,,,,,,
No,0,Noticeable,2A,21,149.020907,31.21351,118.2406787,0.696193493,0.23265809,22.5331259,14.95382582,15.58196738,36.033844,12.030275,19.87905444,0.513357686,6.736165101,47.43482795,,,,,,,,,,
Yes,1,Disturbing,2A,21,378.145687,229.088647,149.4833208,1.188687851,0.291318697,30.93611477,22.71123008,22.41233166,73.284013,22.113981,29.60264251,0.679499152,19.01473386,120.3675106,,,,,,,,,,
Yes,1,Noticeable,2A,22,380.296301,192.7219,187.8682384,0.872470707,0.262416204,27.97798412,20.01724124,20.04123495,87.558317,35.051605,26.0479018,0.623693419,16.45338782,121.0520723,,,,,,,,,,
Yes,1,Disturbing,2A,22,427.352728,245.96587,181.6988487,1.069504722,0.283266139,30.35511103,22.79978458,22.59166415,89.768119,35.308773,28.68907292,0.665747573,18.78537347,136.0305982,,,,,,,,,,
Yes,1,Noticeable,2A,22,379.771655,228.235741,151.9040464,1.174880269,0.290146605,30.82677611,22.63500624,22.34971976,74.255541,23.949853,29.45646495,0.677326642,18.95393455,120.8850723,,,,,,,,,,
No,0,Imperceptible,2A,22,148.182353,32.397588,116.3700493,0.746097797,0.237190082,23.01680707,15.46797609,16.0761975,35.086799,11.812037,20.3907997,0.523069876,7.240957527,47.16790792,,,,,,,,,,
No,0,Noticeable,2A,23,389.708491,219.268301,170.4427571,1.059337019,0.280123027,29.860746,22.51684462,22.33007695,81.387035,30.950774,28.2231483,0.658575298,18.31960502,124.0480654,,,,,,,,,,
Yes,1,Disturbing,2A,23,337.250045,193.609833,144.2501518,1.150505733,0.285413004,30.08919569,22.17738307,21.95228344,66.46403,21.993495,28.65519878,0.665229734,18.22848046,107.3500234,,,,,,,,,,
No,1,Noticeable,2A,23,145.538698,30.348104,115.1934114,0.695202218,0.232362685,22.44605938,15.00892519,15.64360517,34.526454,11.709384,19.8062171,0.51196844,6.872595354,46.3264064,,,,,,,,,,
No,1,Noticeable,2A,23,345.724828,178.321505,168.1783609,0.878668915,0.260955854,27.67411643,19.83744109,19.81167789,78.868146,29.770399,25.87055449,0.620749945,16.18671122,110.0476307,,,,,,,,,,
Yes,1,Noticeable,2A,24,404.120131,229.13832,174.9987283,1.056586041,0.28071645,29.99374319,22.59339854,22.39934797,84.137824,32.090325,28.34330767,0.660435214,18.46813682,128.6354329,,,,,,,,,,
Yes,1,Noticeable,2A,24,380.076853,227.039475,153.0523472,1.16959558,0.289679385,30.77816608,22.5968946,22.32001983,74.216803,23.638101,29.39019269,0.676338194,18.90403297,120.9822198,,,,,,,,,,
No,1,Noticeable,2A,24,447.407955,242.438644,204.9871602,0.90971334,0.269774532,29.0519374,20.71649086,20.65802746,103.224684,41.747729,27.14270831,0.64153452,17.48594902,142.4143752,,,,,,,,,,
No,1,Noticeable,2A,24,156.764869,37.61558,119.1784171,0.820050198,0.244482706,23.929463,16.14463989,16.67375132,37.426227,12.666278,21.38233641,0.541632807,7.939367578,49.89980761,,,,,,,,,,
Yes,1,Noticeable,2B,1,153.623683,100.991831,52.63185257,1.358145162,0.293695436,28.974589,21.88704229,21.26184994,31.12992,11.41222,28.80955569,0.66758482,17.40300451,48.89993705,,,,,,,,,,
Yes,1,Noticeable,2B,1,116.170718,45.582149,71.20754645,1.07086866,0.265124964,25.34296568,17.12929946,17.195399,31.813813,14.560132,23.4928888,0.579903418,9.346124062,36.97828802,,,,,,,,,,
Yes,1,Noticeable,2B,1,332.081365,212.541522,120.3544548,1.034398431,0.274450952,29.12522378,21.72698426,21.23304781,71.953321,29.435692,28.17324017,0.657800699,19.17776016,105.7047815,,,,,,,,,,
No,1,Noticeable,2B,1,201.333074,34.293276,167.0412422,0.536596808,0.221077838,21.77351818,15.56933235,16.80859152,42.572824,14.710635,18.94425094,0.495404611,10.27662028,64.08630787,,,,,,,,,,
No,1,Noticeable,2B,2,110.176001,45.385064,64.79093768,1.091446757,0.266662144,25.36108145,16.90646424,16.90958146,31.000042,13.497427,23.65627656,0.582790173,9.146445092,35.07011034,,,,,,,,,,
No,1,Noticeable,2B,2,330.157648,228.692484,101.4651615,1.356495924,0.30390658,31.94274654,23.68387352,23.10751573,65.511746,22.121504,31.48586662,0.706534914,20.37721765,105.0924434,,,,,,,,,,
No,1,Noticeable,2B,2,429.822927,290.489654,139.3332722,1.228787916,0.298033336,31.94618453,24.25804311,23.68082581,93.387561,35.76679,31.02113206,0.700027709,20.67788804,136.816887,,,,,,,,,,
Yes,1,Noticeable,2B,2,709.470556,467.778652,241.6933702,1.001243275,0.293560054,32.19018114,23.20333007,22.80939043,151.186874,59.897465,30.38956907,0.691011669,21.71571327,225.8314919,,,,,,,,,,
Yes,1,Disturbing,2B,3,329.954246,214.402729,115.5890837,1.295920313,0.298333799,31.36344919,23.23583371,22.77696919,65.899287,23.106992,30.52043868,0.692896294,19.61761162,105.0276985,,,,,,,,,,
No,1,Noticeable,2B,3,448.701611,289.438228,159.3150039,1.183758404,0.295007806,31.68735177,24.03351977,23.57245381,97.568429,39.311258,30.45065327,0.691892393,20.32219789,142.8261587,,,,,,,,,,
No,1,Noticeable,2B,3,125.002702,55.380098,69.75271326,1.119590392,0.270116057,26.05012605,17.5101955,17.47515189,35.073807,15.265806,24.46450903,0.596900246,10.16714855,39.78959585,,,,,,,,,,
No,0,Imperceptible,2B,3,739.369838,491.632164,247.8415075,1.020800383,0.297110485,32.57291225,23.51630983,23.10788669,155.654382,59.967039,30.74384803,0.696093802,22.11478002,235.348729,,,,,,,,,,
No,0,Imperceptible,2B,4,527.732892,359.705967,168.2537181,1.050823036,0.287443475,31.3221798,22.91516777,22.38057361,113.962328,43.016143,30.16321534,0.687731815,21.15651444,167.9825968,,,,,,,,,,
No,0,Imperceptible,2B,4,122.687875,51.177838,71.62870083,1.092164272,0.267462458,25.72916907,17.26389484,17.27756063,34.396786,15.106061,24.01279077,0.589049303,9.708770012,39.05276353,,,,,,,,,,
Yes,0,Imperceptible,2B,4,454.059481,301.191901,153.0513785,1.196059062,0.296451513,31.87977776,24.17993557,23.65390311,98.823327,39.792251,30.7723285,0.696499632,20.57496502,144.5316217,,,,,,,,,,
No,0,Imperceptible,2B,4,440.93115,263.985234,177.8417689,1.226862118,0.298508601,31.88844442,23.3998836,23.15964607,87.498239,31.357261,30.32269992,0.6900454,19.80939361,140.3527442,,,,,,,,,,
No,1,Noticeable,2B,5,428.690443,240.218732,188.5546402,1.075068265,0.283855396,30.38631222,23.0301582,22.8765559,91.177694,38.052387,28.62932339,0.664833791,18.90858001,136.4564061,,,,,,,,,,
Yes,1,Disturbing,2B,5,644.706466,450.524741,194.4356087,1.063366349,0.2954613,32.38623582,23.56208227,23.00265228,137.725478,51.03127,31.07145731,0.700737569,22.21228793,205.2164418,,,,,,,,,,
Yes,1,Imperceptible,2B,5,383.921598,259.563038,125.4288524,1.321662526,0.303864818,32.25088158,23.76496803,23.2709468,77.266765,27.381838,31.43737089,0.705860917,20.46645069,122.2060402,,,,,,,,,,
Yes,1,Noticeable,2B,5,122.504711,51.068791,71.55444727,1.092924186,0.267521467,25.73057936,17.26343585,17.2773689,34.344481,15.046752,24.01330122,0.589058225,9.699318936,38.99446062,,,,,,,,,,
No,0,Imperceptible,2B,6,533.11344,364.157524,169.0783794,1.02605024,0.285485171,31.15263248,22.63959618,22.11081002,117.015693,42.710832,29.99398071,0.685262913,20.89121997,169.6952784,,,,,,,,,,
No,0,Imperceptible,2B,6,112.011932,46.999286,65.23664654,1.064248063,0.264273073,25.18386249,16.63194351,16.62684635,32.433009,13.971255,23.50238881,0.580071577,8.94924724,35.65450533,,,,,,,,,,
Yes,1,Noticeable,2B,6,346.502169,237.809452,108.8749036,1.346101167,0.303911764,32.04496449,23.73202729,23.18183271,69.562501,24.415504,31.46787529,0.706285006,20.44456607,110.295066,,,,,,,,,,
Yes,1,Noticeable,2B,6,497.307062,294.861289,202.6351512,1.119026546,0.291918561,31.46480103,23.64406458,23.40733041,106.069075,43.82812,29.72598811,0.68132406,19.88319556,158.2977543,,,,,,,,,,
No,1,Noticeable,2B,7,290.944467,191.839941,99.10452477,1.318142297,0.298083903,31.05862841,23.09672024,22.58764654,58.733981,21.109917,30.42455543,0.691516337,19.39487097,92.61050018,,,,,,,,,,
Yes,1,Noticeable,2B,7,655.989329,417.014466,238.9748585,1.001267512,0.290422931,31.766296,23.03201683,22.7061028,138.030869,55.255352,29.91988212,0.68417742,21.272639,208.8078887,,,,,,,,,,
Yes,1,Noticeable,2B,7,432.209604,288.673156,143.5364467,1.191493736,0.294749829,31.63697005,24.01862741,23.46376577,93.455017,36.159271,30.63589048,0.69455179,20.39507556,137.5765899,,,,,,,,,,
No,0,Imperceptible,2B,7,182.44896,54.578311,127.8706467,0.81951445,0.24594118,24.49095328,16.41581785,16.81266158,44.921677,16.588958,22.11845359,0.555181049,9.107121089,58.07530769,,,,,,,,,,
No,1,Noticeable,2B,8,528.392202,358.820465,169.5927281,1.070052243,0.289247418,31.49086898,23.10024065,22.57178459,112.389836,42.881209,30.31228241,0.689894664,21.29499853,168.1924617,,,,,,,,,,
Yes,1,Noticeable,2B,8,332.789892,222.323167,110.5453955,1.324247913,0.301100725,31.66591474,23.47437213,22.96604741,66.940623,24.312292,30.96933726,0.699295798,20.00399701,105.9303126,,,,,,,,,,
Yes,1,Noticeable,2B,8,184.08266,57.16441,127.0824666,0.895533591,0.253015636,25.24044728,17.3178795,17.70504003,43.317603,15.887653,22.90423743,0.569409786,10.06139268,58.59533055,,,,,,,,,,
No,0,Noticeable,2B,8,509.429404,304.422847,205.1622546,1.107440422,0.291566537,31.47871568,23.66088336,23.40960135,107.906931,44.683053,29.73897199,0.681515717,19.92165222,162.1564156,,,,,,,,,,
Yes,1,Noticeable,2B,9,357.865927,195.340073,162.6497909,1.154970285,0.287033002,30.31561865,22.36773033,22.24344261,71.204181,25.951153,28.66201442,0.665333971,18.32880847,113.9122625,,,,,,,,,,
Yes,1,Noticeable,2B,9,667.573248,415.395236,252.3744125,0.977046207,0.288879391,31.59715574,22.86973213,22.59868954,141.447321,57.175515,29.62815451,0.679877225,21.08330078,212.4951646,,,,,,,,,,
No,0,Imperceptible,2B,9,189.183157,51.073483,138.767071,0.766237503,0.241445654,24.07032826,16.22336544,16.74480017,45.898471,17.028479,21.56165965,0.544952132,8.915595657,60.21886917,,,,,,,,,,
Yes,1,Noticeable,2B,9,489.406385,289.449405,200.9010173,1.093495647,0.289111055,31.17105738,23.49897187,23.26498979,103.652091,42.658108,29.43020205,0.676935193,19.67663037,155.7828907,,,,,,,,,,
No,1,Imperceptible,2B,10,323.621117,165.196916,158.6089166,1.113167998,0.281185382,29.49666798,21.72720312,21.6975575,64.87104,24.879277,27.73497931,0.650946278,17.31968665,103.0118009,,,,,,,,,,
No,1,Noticeable,2B,10,435.079404,238.22639,196.9592647,1.045485354,0.281514716,30.16243197,22.77075476,22.67336576,93.954122,41.107447,28.31469145,0.659992914,18.42711052,138.4900756,,,,,,,,,,
No,1,Noticeable,2B,10,663.684705,404.953917,258.8312087,0.974139602,0.288384308,31.51363643,22.73330714,22.5110528,141.847739,59.79304,29.47642519,0.67762392,20.74895083,211.2574029,,,,,,,,,,
No,1,Noticeable,2B,10,185.036983,53.62213,131.5334952,0.789764187,0.243362023,24.24525669,16.23323615,16.66686465,45.279219,16.911733,21.82956571,0.549888662,8.936824834,58.899101,,,,,,,,,,
No,0,Imperceptible,2B,11,164.369414,47.080189,117.2952254,0.845582457,0.247272954,24.37273285,16.47021028,16.88153245,41.272603,16.068172,21.98488945,0.552738181,8.891237415,52.32040946,,,,,,,,,,
No,0,Imperceptible,2B,11,489.482913,286.701337,202.789092,1.109512457,0.290585891,31.29856477,23.66837676,23.44926097,104.975113,44.828936,29.53786835,0.678537781,19.80288392,155.8072503,,,,,,,,,,
No,0,Imperceptible,2B,11,442.630475,260.269991,182.3999968,1.230450478,0.298937763,31.91364334,23.48256067,23.26921515,88.478468,34.258926,30.29027155,0.689576001,19.88494658,140.8936561,,,,,,,,,,
No,1,Noticeable,2B,11,831.087854,535.542929,295.7667743,1.010818068,0.301577956,32.9885364,23.71790726,23.41273286,177.642224,72.928198,30.80101107,0.696907932,22.32983423,264.5434802,,,,,,,,,,
Yes,1,Noticeable,2B,12,399.961861,212.302722,187.8980866,1.017355629,0.276871008,29.5357214,22.33963568,22.28530069,86.183228,36.679356,27.68341347,0.650133617,18.10054842,127.3118145,,,,,,,,,,
Yes,1,Disturbing,2B,12,387.951945,213.302256,174.9411209,1.147539618,0.288116916,30.58426975,22.48367613,22.36702362,77.472013,28.732043,28.86940832,0.668494848,18.5472491,123.4889395,,,,,,,,,,
No,0,Noticeable,2B,12,755.356819,478.007097,277.3846612,0.977284914,0.2940542,32.20258373,23.16416294,22.8816441,160.968536,65.184902,30.1046445,0.686878963,21.59980957,240.4375431,,,,,,,,,,
No,0,Imperceptible,2B,12,206.104743,57.12044,149.105906,0.754092943,0.241324081,24.24961201,16.23241615,16.73759503,50.897516,19.586315,21.75100351,0.548443867,9.108588834,65.60517729,,,,,,,,,,
Yes,1,Noticeable,2B,13,458.362542,258.03121,200.9409988,0.888519628,0.268471983,29.00323783,21.20635054,21.0687061,98.067016,38.937971,27.17510475,0.642053722,18.7781119,145.9013286,,,,,,,,,,
Yes,1,Noticeable,2B,13,311.842959,158.854701,154.0358244,1.081416937,0.277579257,29.07523969,21.52461771,21.49758838,62.86067,22.967654,27.31967527,0.644364503,17.31499297,99.26269679,,,,,,,,,,
Yes,1,Disturbing,2B,13,502.670332,285.974544,217.7914333,1.070733103,0.287800047,31.03802576,23.43616009,23.29805643,107.270998,46.126806,29.12493672,0.672360075,19.5426313,160.0049362,,,,,,,,,,
Yes,1,Disturbing,2B,13,170.5193,39.210669,132.5077869,0.661337011,0.230720221,22.63958104,15.33961102,16.02505334,39.934524,14.125678,20.00600947,0.515775082,8.036871206,54.27797898,,,,,,,,,,
